oktmo,name,year,socialaidhomeservices
1628000,Новичихинский муниципальный район,2014,1.0
1628000,Новичихинский муниципальный район,2015,1.0
1628000,Новичихинский муниципальный район,2016,1.0
1628444,Новичихинский сельсовет,2006,1.0
1628444,Новичихинский сельсовет,2007,1.0
1628444,Новичихинский сельсовет,2008,1.0
1628444,Новичихинский сельсовет,2009,1.0
1628444,Новичихинский сельсовет,2010,1.0
1628444,Новичихинский сельсовет,2011,1.0
1628444,Новичихинский сельсовет,2012,1.0
1628444,Новичихинский сельсовет,2013,1.0
1628444,Новичихинский сельсовет,2014,1.0
1628444,Новичихинский сельсовет,2015,1.0
1628444,Новичихинский сельсовет,2016,1.0
1629000,Зональный муниципальный район,2006,1.0
1629000,Зональный муниципальный район,2007,1.0
1629000,Зональный муниципальный район,2008,1.0
1629000,Зональный муниципальный район,2009,1.0
1629000,Зональный муниципальный район,2010,1.0
1629000,Зональный муниципальный район,2011,1.0
1629000,Зональный муниципальный район,2012,1.0
1629000,Зональный муниципальный район,2013,1.0
1629000,Зональный муниципальный район,2014,1.0
1629000,Зональный муниципальный район,2015,1.0
1629000,Зональный муниципальный район,2016,1.0
1629426,Зональный сельсовет,2006,1.0
1629426,Зональный сельсовет,2007,1.0
1629426,Зональный сельсовет,2008,1.0
1629426,Зональный сельсовет,2009,1.0
1629426,Зональный сельсовет,2010,1.0
1629426,Зональный сельсовет,2011,1.0
1629426,Зональный сельсовет,2012,1.0
1629426,Зональный сельсовет,2013,1.0
1629426,Зональный сельсовет,2014,1.0
1629426,Зональный сельсовет,2015,1.0
1629426,Зональный сельсовет,2016,1.0
1630000,Павловский муниципальный район,2006,4.0
1630000,Павловский муниципальный район,2007,4.0
1630000,Павловский муниципальный район,2008,4.0
1630000,Павловский муниципальный район,2009,4.0
1630000,Павловский муниципальный район,2010,4.0
1630000,Павловский муниципальный район,2011,4.0
