oktmo,name,year,socialaidcenters
1647000,Тальменский муниципальный район,2012,1.0
1647000,Тальменский муниципальный район,2013,1.0
1647000,Тальменский муниципальный район,2014,1.0
1647000,Тальменский муниципальный район,2015,1.0
1647000,Тальменский муниципальный район,2016,1.0
1647151,Тальменский поссовет,2006,1.0
1647151,Тальменский поссовет,2007,1.0
1647151,Тальменский поссовет,2008,1.0
1647151,Тальменский поссовет,2009,1.0
1647151,Тальменский поссовет,2010,1.0
1647151,Тальменский поссовет,2011,1.0
1647151,Тальменский поссовет,2012,1.0
1647151,Тальменский поссовет,2013,1.0
1647151,Тальменский поссовет,2014,1.0
1647151,Тальменский поссовет,2015,1.0
1647151,Тальменский поссовет,2016,1.0
1648000,Тогульский муниципальный район,2006,1.0
1648000,Тогульский муниципальный район,2007,1.0
1648000,Тогульский муниципальный район,2008,1.0
1648000,Тогульский муниципальный район,2009,1.0
1648000,Тогульский муниципальный район,2010,1.0
1648000,Тогульский муниципальный район,2011,1.0
1648000,Тогульский муниципальный район,2012,1.0
1648000,Тогульский муниципальный район,2013,1.0
1648000,Тогульский муниципальный район,2014,1.0
1648446,Тогульский сельсовет,2006,1.0
1648446,Тогульский сельсовет,2007,1.0
1648446,Тогульский сельсовет,2008,1.0
1648446,Тогульский сельсовет,2009,1.0
1648446,Тогульский сельсовет,2010,1.0
1648446,Тогульский сельсовет,2011,1.0
1648446,Тогульский сельсовет,2012,1.0
1648446,Тогульский сельсовет,2013,1.0
1648446,Тогульский сельсовет,2014,1.0
